Character,Country,Popularity_Score,Avg_Episodes_Watched_Per_Year,Merchandise_Revenue_MillionUSD
Paw Patrol,France,67.8384969741724,81,21.141078616396612
Paw Patrol,Chaina,2.7634116811410037,6,20.53576585919346
Mr Bean,Brazil,90.98076653164559,45,74.60068761268576
Peppa Pig,Russia,7.050849585988606,61,83.60360689313053
Paw Patrol ,Russia,78.08759816832152,100,57.034260461547305
motu patlu,USA,22.469944754898485,98,57.09054087095962
Paw Patrol,Egypt,29.954448052480952,85,62.057253813293485
Pokemon,South Korea,31.187869585625126,87,178.73131781250393
Mr Bean,Australia,39.525833471702455,11,60.470077014912164
tom and jerry,Canada,57.17154365370883,45,67.13526701314301
Tom and Jerry,,44.735637327555224,592,43.24300603398668
Tom and Jerry,China,41.48451298474668,124.5,72.59341076858907
Mickey Mouse,South Korea,18.964343101071158,-1,272.0539311150779
Pokemon,Nigeria,12.913712101682219,94,78.70724688671544
Shinchan,Egypt,64.24850404521287,93,72.22135453500603
SpongeBob SquarePants,Japan,11.957229322555019,88.5,181.80099461972253
Peppa Pig,Mehico,,11,26.577521022205485
Doraemon,South Korea,3.845029182718007,91.5,88.98739460595786
Motu Patlu,Unknown,21.72344064031514,69,98.5545619967324
Motu Patlu,China,-12.268972000668725,25,13.752487889614715
Shinchan,China,Unknown,-2,40.004787496937794
Paw Patrol,Saudi Arabia,92.6162306253398,59,90.94050054088615
Paw Patrol,UAE,49.83629549576401,32,12.924028843811266
Mr Bean,Russia,20.343004824056553,11,32.570815893082184
Pokemon,Germany,42.10158585500795,10,13.16091949175583
Shinchan,S Africa,55.09979014033319,58,36.2705255242053
SpongeBob SquarePants,South Africa,86.15401191244656,48.0,52.35541322916023
Pokemon,Saudi Arabia,12.040437879730659,53,96.39770509230587
Peppa Pig,USA,99.12520523810547,70,86.49949972991504
Paw Patrol,Nigeria,47.216670976632,89,8.584091315618517
Pokemon,Kanada,12.635786282197781,5,275.12999695335327
Motu Patlu,UAE,-5.947092311202535,18,1665.8916256202517
Tom and Jerry,Mehico,3.959127558914799,121.5,80.80677634764322
Paw Patrol,Unknown,44.14162886404331,14,72.20980997853717
Shinchan,Canada,13.04054224457194,54,83.66872092129587
Paw Patrol,China,71.03889062373257,98,92.84189492838665
mr bean,Spain,40.68526687221035,53,55.86930761459881
Peppa Pig,India,2.1517719477765374,67,97.29479617343696
Shinchan,Nigeeria,17.755382207568516,97,69.02863128074976
Tom and Jerry,USA,62.824485369120886,150.0,64.59221274803312
Tom and Jerry,South Korea,10.707522278610105,69.0,15.701705227443655
Paw Patrol,Canada,52.49229336253072,76,93.5016794551153
Mr Bean,South Korea,82.42160610492361,9,64.23433554919535
Doraemon ,Rusia,51.064838322623665,N/A,69.67984136386377
Tom and Jerry,Japan,50.36623064847202,70.5,52.608278512871195
Pokemon,U A E,95.44188919709285,18,12.35996955581071
Paw Patrol,S Africa,4.2131308958092255,34,30.288806061485868
Pokemon,South Korea,86.73117568567874,84,108.12693029202582
Motu Patlu,Saudia Arabia,55.06545617673304,58,65.02167628956478
SpongeBob SquarePants,Egypt,35.02323586509108,97.5,134.4250297066309
Tom and Jerry,USA,,40.5,889.4561297403357
Paw Patrol,Italy,,64,65.53055130228769
Doraemon ,Russia,43.877704663241204,17,92.71816880450504
Tom and Jerry,Australia,58.51191428639203,27.0,23.596103205471824
Peppa Pig,Italy,57.38290529019604,84,46.654012423961724
Peppa Pig,UK,5.844385237167193,19,96.84213641066573
Paw Patrol,Russia,84.73145185342,35,6.6938480238774805
Motu Patlu   ,South Korea,Unknown,39,39.0340803190965
Tom and Jerry,Brazil,75.05322739263963,94.5,27.06936736799795$
Tom and Jerry,South Korea,10.414139550788304,33.0,50.3401748943206
SpongeBob SquarePants,Australia,59.09301725044587,108.0,1339.5275795593784
Shinchan,Germany,12.026002150070013,53,22.60630720310315
Doraemon,Canada,53.79159312302989,22.5,15.301401868687451
Mickey Mouse,South Africa,42.55403703842406,51,149.23989687839008
Peppa Pig,,46.62421289435874,70,72.0250308416147
Mr Bean,Unknown,49.348301077309934,34,46.39669038372092
Mickey Mouse,S. Korea,8.577228729295406,35,250.71366728227687
Tom and Jerry,USA,26.561899910634178,28.5,48.38762417964373
Doraemon,France,20.712639596003136,106.5,69.0918235681769
Pokemon,South Korea,31.34472779173143,29,153.74309178705025
Pokemon,Mexico,44.49194073926017,21,244.29583655070235
Motu Patlu,Japan,21.90968640915574,68,68.41456226837445
Mickey Mouse,Japan,75.44470838639403,22,102.67452684739752
Motu Patlu,South Korea,,28,83.28157913446766
Peppa Pig,Germany,7.367637127329429,94,61.20885796603201
SpongeBob SquarePants,China,92.34318433426579,126.0,176.0482665276958
Doraemon,Brazil,72.48920364413237,10.5,95.37009618684934
Mr Bean,Saudi Arabia,60.476962581846536,31,48.64809132095568
Shinchan,Italy,56.56353515408201,74,16.575001613310626
Tom and Jerry,S Africa,98.17984520339833,61.5,19.34276794622405
Tom and Jerry,Indea,65.79607647036812,69.0,72.61952039068419
Doraemon,Japan,-4.954595382120111,34.5,63.81017756039855
Mr Bean,Saudi Arabia,55.09825235636534,48,6.073181158994926
Motu Patlu,Germany,11.528732677355125,576,40.73380882092589
Mr Bean,Canada,113.02216932486736,92,7.979022574755968
Mr Bean,Mexico,32.67337306602194,7,48.128044168459915
Shinchan,Germany,44.98943205788498,16,47.707825200697016
Mr Bean,UAE,23.872160047835365,81,16.254635695605966
Paw Patrol,,14.339214851457726,98,21.985171150792787
Mr Bean,China,14.551986966823204,27,16.566541190281086
Mr Bean,Brazil,134.63028697625367,22,45.10462134108999
SpongeBob SquarePants,France,,103.5,209.5352804501902
Tom and Jerry,China,17.056172787814848,49.5,60.6470746750799
Doraemon,South Africa,,123.0,23.82008647429422
SpongeBob SquarePants,UAE,30.591577396460647,121.5,140.59023643032066
Mr Bean,Egypt,35.29921797805685,62,85.10592723163876
Peppa Pig,UK,32.989888053822305,58,93.86449718282898
pokemon,South Africa,8.685276398230934,34,23.424228638396333
spongebob squarepants,Germany,70.69971168812131,38,89.6402795245379
Tom and Jerry,Rusia,99.83887312929939,127.5,97.01763097116134
Paw Patrol,South Korea,1.6493228261502568,57,54.84971627002222
Paw Patrol,South Korea,16.905426699657678,47,96.19494713848957
Peppa Pig,Australia,24.482102801195182,52,62.151471027589224
Tom and Jerry ,India,78.03790807514179,35,95.15545558787755
Paw Patrol,UK,99.46514945385923,94,82.39048167287916
Peppa Pig,UAE,58.46957938283407,503,19.545240103200037
Paw Patrol,Australia,69.4178976010642,63,88.22145956508409
Peppa Pig,UAE,87.85886148803804,69,82.032440284922
Doraemon,South Africa,55.86926164015345,46.5,17.970389059101024
SpongeBob SquarePants,S. Korea,59.95082593720311,Unknown,203.86042858484126
Pokemon,South Korea,97.1707470962081,44,25.786535942988717
Tom and Jerry,Canada,88.86861790939524,139.5,1921.2252119871014
Pokemon,Saudi Arabia,81.78834533886801,70,150.18436627380532
Peppa Pig,Unknown,51.24566739381908,96,73.85622061836752
SpongeBob SquarePants,Nigeria,11.894543054638651,27.0,-236.9508812387372
Pokemon,Australlia,98.60380504601669,48,43.47534198803964
Motu Patlu,S. Korea,-14.781102589461451,29,36.96456742824702
Doraemon,China,25.80830472566068,931,54.1171377035759
Doraemon,U A E,,36.0,39.848682953601916
Shinchan,S. Korea,70.09870739804659,40,80.34550590783248
Peppa Pig,South Korea,36.76037385913067,86,19.11519088941523
Mickey Mouse,Egypt,80.34081482397856,36,243.9859680704489
Pokemon,Spain,97.06162417643661,71,147.06372722488283
Mickey Mouse,Italy,63.62364445759532,65,239.1926053092231
Doraemon,,123.71808734285165,391,84.17435224859145
Peppa Pig,India,16.133729730197143,910,53.91484113231854
Mickey Mouse,China,96.32875102233378,96,21.653067279687747
Motu Patlu,,78.59833710146134,23,45.53529641339273
Doraemon  ,USA,80.56703235247363,56,21.488562419867584
Motu Patlu,Australia,15.457252417287314,57,64.15757091710744
Mickey Mouse,Canada,64.27302617000555,62,7.191174803390993
Peppa Pig,Saudi Arabia,18.816316857298578,83,7.684518103651602
Paw Patrol,China,94.44123530717144,47,31.159745933349566
Doraemon,USA,-14.952754532911861,24.0,38.68784309803759
Mr Bean,Italy,3.1055333232683835,29,76.2116530853372
Mickey Mouse,South Korea,87.56924134350933,57,100.37274638549508
Doraemon,Saudi Arabia,65.38243792519674,855,97.76218666915135
Tom and Jerry,Brazil,54.99982057847023,91.5,48.11990666457278
Doraemon,India,56.91989417738375,93.0,75.71716494644633
Paw Patrol,Mehico,31.040240404322937,47,58.61980024229908
Tom and Jerry,Brazil,80.43891550256964,40.5,81.48872796491551
Pokemon,Australia,60.70197021522067,685,71.8922410885081
Tom and Jerry,China,26.661870721266958,27.0,61.397769928176714
Motu Patlu  ,Brazil,69.63122204721391,33,30.840057044687295
Tom and Jerry,China,23.614918100914174,37.5,92.49161584615157
mr bean,South Africa,45.211956374280696,6,62.7620861119565
Mr Bean ,U.S.A,34.20656686428051,36,17.52546705716099
Peppa Pig,Egypt,51.04340185996045,5,57.61868363544237
Motu Patlu,India,75.29822446508011,67,78.02950813180244
Peppa Pig,Japan,,58,4.40931908620113
Peppa Pig,USA,50.358509969216,84,43.65412367508679
SpongeBob SquarePants,,49.30992579654655,94.5,138.83380756647375
Motu Patlu,South Korea,40.716033123810725,40,90.15784758363012
mr bean,France,58.179170091844234,75,40.70074790931374
SpongeBob SquarePants,Japan,15.687409832981192,97.5,166.81524262953803
Pokemon,Italy,19.09156461457606,34,244.16537234277652
Mr Bean,South Africa,,29,69.71072436633966
Doraemon   ,U A E,98.36997891027282,71,-43.82093926744667
paw patrol,USA,5.786736262790127,96,67.55189432543447
Mickey Mouse,Italy,86.17747604173141,19,117.12646805777811
Mr Bean,Australia,97.33901533397018,9,33.79094610594442
Pokemon,Canada,18.507571079189823,93,92.94800887083885
SpongeBob SquarePants,U.S.A,86.61521630578105,123.0,95.0156357507068
Paw Patrol,Espania,67.92987093735168,82,57.1816529390491
SpongeBob SquarePants,South Korea,92.55884034755954,91.5,110.12728210589057
Tom and Jerry,China,73.4611567733767,145.5,17.04757853033131
SpongeBob SquarePants,Chaina,57.15837798899466,133.5,208.04152905972484
Pokemon,UK,20.26237334347304,52,36.21005242920416
Doraemon,Germany,41.407991631144284,49.5,72.42884940852696
Pokemon,Russia,69.49012047859105,20,221.2789477794532
Tom and Jerry,USA,25.29387842837547,63.0,50.46004524089021
SpongeBob SquarePants,Australia,21.508939836775266,124.5,169.8085263642651
Motu Patlu,Brasil,74.5541448694004,14,50.5074484972573
Doraemon,India,38.61708170389099,91.5,4.320984345292704
Doraemon,S Africa,10.234865383273362,123.0,54.530677311612955
Pokemon,Espania,,86,63.72329739996766
Doraemon,Mexico,83.96243316737328,40.5,98.16388778730291
Pokemon,Japan,21.21321933444108,58,240.02711432994124
Pokemon,UAE,17.316888571657486,17,22.041605783757653
pokemon,UK,7.318887612061731,22,36.07743270851452
Peppa Pig,Russia,47.48543292533416,77,55.8609391528627
Pokemon,Italy,98.0632131176607,7,40.61561976897671
Shinchan,Nigeria,70.11400587149643,87,61.182189172356644
Paw Patrol,China,23.369434636007902,77,8.592602852680198
Mickey Mouse,UK,72.85536016048967,55,5.040139500425029
Pokemon,Spain,56.04504697236876,67,189.06207586473298
Motu Patlu,South Korea,2.7727373592387305,22,34.68944686800138
Doraemon,Mexico,40.08635687529628,108.0,70.01738326587387
Shinchan,Mexico,4.436003211285355,94,15.209892734276005
Mickey Mouse ,,33.87211476675075,100,1.125639603696234
Mickey Mouse,Unknown,15.403042699959935,873,84.40737837304981
Mickey Mouse,Russia,98.43779523586481,72,210.10570396598354
shinchan,India,10.59725684877323,68,67.66375659390789
Shinchan,Spain,-1.535329119259206,78,25.515409005322663
Peppa Pig,France,28.268306528294918,51,33.00872592512294
Doraemon,China,33.09109576711495,102.0,62.2469450498265
Shinchan,Japan,73.6652888674134,95,36.69664816718213
Peppa Pig,UK,22.232570363734006,73,36.87562974104197
Pokemon,Franse,80.29988264369567,77,21.88992520092583
Mickey Mouse,Canada,63.4366404128213,28,177.24584876533675
Shinchan,Saudi Arabia,33.503405909560634,97,12.80873148360247
Doraemon,Mexico,76.07704478759656,861,33.791516816166194
tom and jerry,Mexico,33.52808085788538,37,46.90690890198066
Shinchan,Spain,47.17189550867806,60,51.57861375896408
Peppa Pig,India,96.95976431638104,52,73.63705583070856
Paw Patrol,Australlia,53.32312837691718,58,4.28286678602733
Peppa Pig,UAE,93.4616991759934,49,76.53318511257635
Motu Patlu,China,127.51850600030966,-4,18.622584207905287
mickey mouse,,63.480406888387996,23,1187.1688850221599
Doraemon,Italy,36.21110974712174,81.0,69.33633027712418
peppa pig,Nigeria,69.91924782840864,916,72.91713456457063
Doraemon,Australlia,86.57198014811621,33.0,34.66897241463374
Paw Patrol,,48.040893240952755,100,-65.60825950607926
shinchan,Unknown,43.38869712909926,41,53.191448804255856
Mr Bean,Saudi Arabia,7.670645165434431,34,95.12236057915563
Mr Bean,Germany,24.43221630589373,67,43.53254662904479
Tom and Jerry,Mexico,91.56370976978752,136.5,7.318340360630845
Mickey Mouse,Germeny,96.03175448311788,12,123.00461488426856
Paw Patrol,South Korea,24.647208241233287,9,80.93087403307
Shinchan,Espania,49.06804281632133,66,94.64053163318867
Peppa Pig,South Korea,41.98279902871646,931,62.388517161573375
Peppa Pig,Nigeria,33.29114362230279,23,67.47379439182137
Mr Bean,USA,15.562630546615308,31,37.02436208519717
Peppa Pig,China,7.8832621214213745,40,14.66268893485938
Tom and Jerry,China,18.328017722716982,97.5,8.742193396459218
Pokemon,China,32.31332614454616,26,222.60251704655613
Doraemon,India,90.82319008196295,111.0,5.148110520544047
Motu Patlu,Russia,79.54465749986423,45,98.0158493424732
Mickey Mouse,Canada,63.429568192492304,86,262.40904826785277
Pokemon,UAE,89.86862017778503,45,143.46117561446533
pokemon,Spain,28.6555869326503,22,32.962693511969405
Paw Patrol,UK,52.9410053537723,12,27.511742619440362
SpongeBob SquarePants,Italy,77.30598212450661,19.5,19.23450636188438
Tom and Jerry  ,Rusia,9.148463427830222,63,68.20770446874575
Mr Bean,S. Korea,65.30147083148474,12,29.059833439873128
Paw Patrol,Spain,27.397284495303342,76,6.668727782633834
Shinchan,Canada,14.600283560197235,35,97.60540615671974
Motu Patlu,Saudi Arabia,36.27186737998866,72,47.28460443968417
Peppa Pig,South Africa,36.44505678594866,714,42.37119245893942
pokemon,Egyp,93.68119754467001,25,48.41873290073244
Shinchan,Nigeria,92.98785960931771,11,24.05277075222489
Doraemon,Australia,93.714794870866,114.0,21.08679271092008
Peppa Pig,Spain,19.31656523894799,72,18.261366453025506
Doraemon,USA,62.44434890790783,82.5,8.250818176917548
Motu Patlu,France,37.907357897905044,5,82.4070168216505
Mr Bean,Mexico,76.55219872868474,50,36.137829364108015
Shinchan,Spain,,777,92.32978445917644
Pokemon,Australia,88.33534180482985,87,276.14247149057314
Peppa Pig,Nigeria,97.78119569373845,85,29.906609556689776
Paw Patrol,Rusia,43.33562995239575,93,71.71160912553063
Doraemon,UAE,84.61885375785063,118.5,77.13980736043469
Pokemon,Egypt,53.85881287953325,54,21.06156324455557
Pokemon,UAE,85.14670794270603,70,167.13591068332846
Pokemon  ,UK,36.31275476228305,35,21.424355176513547
peppa pig,Germeny,73.90176852197882,37,61.53285458167068
SpongeBob SquarePants,India,,76.5,195.0371328964302
Tom and Jerry,India,49.66832511487173,51.0,7.561478676018985
Mickey Mouse  ,South Africa,66.04397455067699,26,78.39150553045798
Paw Patrol,Spain,7.982368011046037,7,72.96401508398633
motu patlu,Russia,10.135245448890661,70,25.293304525877026
Mr Bean,S Africa,92.57651819906901,19,95.37897039839622
Doraemon,France,86.50183477480473,33.0,19.53843782961002
Shinchan,Mexico,94.99880634499566,8,26.216917156393777
Mickey Mouse  ,,66.8485607735482,71,80.59153056818533
Mickey Mouse,India,37.06213623560626,23,232.9307328738822
Paw Patrol,UK,92.5489040837517,38,62.27172946722262
Doraemon,Egypt,137.9550185027817,141.0,88.82251449439816
Doraemon,Chaina,38.98805116983009,87.0,59.824660021777895
Shinchan,UAE,30.393214928955025,51,58.04408851953519
Pokemon,South Korea,37.63059098475926,24,234.4385397394272
Shinchan,UAE,19.683701323958946,Unknown,21.018294676401116
Motu Patlu  ,Russia,5.072636952585552,83,24.605079579728947
SpongeBob SquarePants,Saudi Arabia,70.04703261339242,97.5,72.48885719871221
Tom and Jerry,Egyp,64.43836455424872,13.5,79.50055445688734
Paw Patrol,Australia,95.49249019995919,71,44.10026208344363
Shinchan,Germany,Unknown,-5,38.05226487730775
Mr Bean,Nigeria,55.40257660765756,33,71.7420566637907
Pokemon,Japan,26.886004152935893,37,267.7600225403726
Pokemon,Australia,5.165794471350438,87,266.3828771036141
Doraemon,South Korea,45.35091077147556,51.0,89.52938515147541
SpongeBob SquarePants,Italy,66.4594698800894,37.5,251.46780298875774
SpongeBob SquarePants,,59.557584080071116,37.5,1514.8299117806569
Peppa Pig,Brazil,55.41511468728879,36,1641.45487442672
Shinchan,Egypt,80.97116369213023,79,84.49253514434135
Pokemon,Egyp,75.79127587918957,12,167.14376259386307
Shinchan,Egypt,23.314441546673038,18,33.533198014902254
motu patlu,Saudi Arabia,66.83973837221082,75,54.85717663329416
Mr Bean,Unknown,83.12604562106812,72,34.614723475876644
SpongeBob SquarePants,Spain,40.336781964459334,42.0,18.537443466840315
Paw Patrol,China,96.85188254051317,74,61.33352879261044
Mickey Mouse,Russia,88.29139563407054,37,235.94569896235691
Doraemon,Saudi Arabia,59.48005584259004,70.5,89.61614029619301
Tom and Jerry,Kanada,86.53690232490324,78.0,28.948451221824953$
Shinchan,Nigeria,74.59125151337231,60,1712.6771929257452
Pokemon,South Korea,95.56910072343007,49,64.96393125224502
Doraemon,,28.5901848748768,129.0,94.6622468382366
Peppa Pig,Canada,7.152458927697025,983,17.680949169626665
Mr Bean,China,56.50420790775874,75,65.67993589273944
Pokemon,Brazil,19.95843418064579,72,36.15935872254555
Paw Patrol,UK,2.917299999439571,43,32.747471207617046
Motu Patlu,Australia,63.02088747776531,55,96.21866209001473
Peppa Pig,Italy,95.8011318906396,6,31.19500692970863
Mr Bean ,Egyp,65.16328317128361,11,83.5165883168128
Doraemon,Germany,99.21534588583994,99.0,34.28441211567548
Paw Patrol,Egypt,32.30421106876841,77,38.93509187542044
Tom and Jerry,,91.84637406441126,75.0,64.74881782005698
Tom and Jerry ,Saudi Arabia,55.631156424488005,37,-49.746079789477434
doraemon,Unknown,80.50847403282381,70,46.31414186907257
Mickey Mouse,Unknown,93.79371637255942,63,202.2865282686121
Motu Patlu,Egypt,19.71712023215657,13,1808.1022927807298
Paw Patrol,India,15.676521551417611,75,85.37129459901263
Mr Bean,Australia,48.618849680331266,23,13.709183264091317
Mr Bean,UAE,80.75902271844188,35,53.393604805204085
Shinchan,India,83.71135910909135,36,49.01292842104965
Tom and Jerry,Chaina,,51.0,81.66234905572789
Pokemon,,,72,264.02996723488366
Pokemon,Italy,54.9335318750592,86,64.0464025696927
Pokemon,India,69.6027518983564,16,223.1868928487743
Paw Patrol,Saudi Arabia,57.33731380056383,65,33.58239101228257
Doraemon,UK,20.049937977801925,37.5,29.35521361889495
Doraemon,Canada,22.39689972335289,88.5,58.61041025851719
Paw Patrol,Saudi Arabia,3.004081603426212,15,96.03885631934976
Paw Patrol,Kanada,89.68981988507397,39,60.50171908276909
Mr Bean,Canada,,47,40.72807370083424
Tom and Jerry,UAE,71.6928775351485,72.0,70.62466829583875
SpongeBob SquarePants,France,28.19517715713363,46.5,176.89577104924274
Mickey Mouse,Brazil,30.709298144783716,318,254.54598142246883
Peppa Pig,Kanada,87.60472772201757,68,75.76471683357367
Motu Patlu,Russia,-10.256518703535773,50,4.710063219260293
Mickey Mouse,USA,39.45333611839881,78,120.22293153037472
Motu Patlu,Russia,16.837537461435236,94,41.38060075523751
Doraemon,UAE,48.19224614518491,55.5,62.334384132276234
Peppa Pig,UAE,8.685114493176648,59,79.73087751413829
Shinchan,France,122.23964773554256,82,20.706334144316433
Pokemon,Brazil,84.60758378808386,38,70.8680880227621
Paw Patrol,Germany,84.25913669242048,798,23.781704676326967
Motu Patlu,UK,73.42420763002667,90,-77.05522437315898
Doraemon,Brasil,47.853572981888924,99.0,70.44693892444303
SpongeBob SquarePants,Russia,80.50875472945198,64.5,10.463584510263681
SpongeBob SquarePants,France,9.049951407860302,78.0,250.22621168893016$
Peppa Pig,Italy,15.448205173711205,72,83.26761653627246
doraemon,Unknown,51.88194514760631,423,39.79685019269029
doraemon,China,55.653962509265796,98,89.41709337165443
Motu Patlu ,Germany,26.15652998004342,54,72.5461008966805
Paw Patrol,South Korea,34.42640468209921,34,38.141574133021294
Paw Patrol,Saudia Arabia,38.00133959855514,87,51.74232164336308
Mr Bean,UAE,80.8123924080927,71,69.11811530750823
Mickey Mouse,Germany,81.77992729739184,419,195.99822414341452
Mickey Mouse,Indea,5.049674485411559,46,295.3862880614265
Mr Bean,Brazil,N/A,73,40.24832850063986
Doraemon,S Africa,87.15691596521825,25.5,71.00543078282685
Doraemon,UAE,13.84875158619413,100.5,24.780683015122918
Shinchan,South Africa,,98,46.95419557947931
Shinchan,Egypt,24.256257134623592,7,34.21338089827852
Tom and Jerry,South Korea,72.74745597912595,150.0,89.20500830708197
Motu Patlu,Australia,62.41285211155668,72,3.6736729586145422
Mickey Mouse   ,Unknown,11.25526514651105,32,10.002546155829195
Peppa Pig,Japan,33.65941953492695,72,56.52260900973282
Mickey Mouse,Chaina,22.015019841831197,95,933.5047345343725
Mr Bean,Italy,57.809208253745425,33,93.57494332430159
peppa pig,Nigeria,61.25335858910046,43,87.01082877800742
Mickey Mouse,Saudi Arabia,87.92429730512967,76,116.35391964380881
Pokemon,South Korea,84.90539717573877,74,215.92028080387513
Mr Bean,UAE,98.64976886262997,98,99.67473584703124
Peppa Pig,Mexico,13.478488388539223,30,58.07105612515172
Tom and Jerry,Italy,96.22696374090417,75.0,18.01360646042009
Paw Patrol,USA,N/A,39,93.98211551936471
Peppa Pig,USA,74.60132574241169,39,15.194964911925691
Doraemon,Italy,84.25988517503428,52.5,26.730385216482677
Paw Patrol,Saudi Arabia,88.18706161656993,59,9.87192547961559
Shinchan,Australlia,55.38762473422432,38,95.9507079620657
Pokemon,Spain,87.63198398751234,91,50.715596642632335
Doraemon,Unknown,69.12822563056869,12.0,67.35426776878826
SpongeBob SquarePants,India,88.11065752885699,70.5,227.03775961949069
Shinchan,Egypt,62.6804300296209,28,93.78430525106062
Mr Bean,Nigeria,30.452916005831064,13,57.22355824893184
Pokemon,Japan,113.54687801404134,88,110.93085458062663
Paw Patrol,Canada,52.6661836428695,65,30.87090691742323
Doraemon,U.S.A,68.22660332672359,87.0,29.82089624245965
Doraemon,Egyp,71.39506808510122,73.5,80.42898857069592
Peppa Pig,Egypt,84.46672515774733,60,29.08826010145097
Mr Bean,UAE,55.14480722380616,33,50.42831513894801
Paw Patrol,Egypt,11.178700921910833,54,76.83868505886133
Peppa Pig,Russia,-11.092417392222593,50,8.206185488294453
Mickey Mouse,S. Korea,61.603401813768684,80,82.1709972704434
SpongeBob SquarePants,Saudi Arabia,49.950854713130845,126.0,178.86042501158397
Mr Bean,South Korea,31.18983204794963,19,68.82658343221033
Peppa Pig,Italy,61.70942514586141,9,89.41236443740186
Shinchan,Mehico,113.1031873391316,81,18.255839514387226
Doraemon,UK,81.51634779038149,49.5,44.11549912492845
Peppa Pig,UAE,16.610718851549432,80,1039.6987088058704
Mickey Mouse,Egypt,,22,126.95459826957425
Mr Bean,USA,14.662582987849026,25,92.69295764241265
Mickey Mouse,Saudia Arabia,90.78039316267869,558,163.0803590859934
Mickey Mouse,India,51.88816867147743,64,36.59473114174431
Tom and Jerry,France,55.845678948178445,33.0,50.61142798779513
SpongeBob SquarePants,Saudi Arabia,42.76204994676852,16.5,269.5109615853785
Mr Bean,Australlia,34.489765298420764,70,24.283007258275187
Shinchan,Egypt,83.41122161257563,39,21.086473214844588
Peppa Pig,Mexico,35.71439200201985,41,58.534570203731136
Mr Bean,China,10.460113635101177,17,81.11083703993671
Paw Patrol,Canada,51.846228179085216,26,17.37798633363566
Peppa Pig,South Africa,31.225941313539895,69,6.982117217756955
Shinchan,France,38.72036164069983,-5,81.55948353275973
Shinchan,Egypt,67.67730150108703,89,73.24397180934746
Tom and Jerry,Italy,33.11349801683061,103.5,18.530073766573675
Tom and Jerry   ,Saudi Arabia,31.0475587281813,12,55.386402981844654
Peppa Pig,UAE,47.08438377513479,29,11.237159358006767
Tom and Jerry,Germany,,69.0,10.924406658911447
SpongeBob SquarePants,S Africa,43.665436752229645,118.5,217.58446320916312
Motu Patlu,Australia,N/A,97,66.45193357596237
Paw Patrol,Russia,42.65253686211019,81,37.2012677409907
Motu Patlu,USA,47.47119797961018,24,76.91960748195983
Shinchan,Nigeria,62.884214401434676,35,6.95609844726836
Doraemon,India,45.96769041698955,N/A,87.12541620503836
Motu Patlu,Saudia Arabia,120.54228949501898,60,95.30269744162446
Mr Bean,Egypt,23.80629056446295,81,72.53182603506369
Paw Patrol,France,85.53563241955952,91,4.647643175895114
Motu Patlu,Russia,74.26736981204274,40,13.245822258406848
Peppa Pig ,Australia,2.952215744755071,26,60.49246500287961
Motu Patlu,USA,90.82719105815026,59,35.14059003206971
Pokemon,UAE,48.09724189467431,81,71.82046162303969
Doraemon,Egypt,82.59557513580359,13.5,30.008117567842433
Shinchan,Egypt,18.401908783187217,35,83.44627599271631
Motu Patlu,Spain,43.62958951056042,97,719.1667228896382
Motu Patlu,South Africa,90.37467973641617,28,46.96423183645104
Mickey Mouse,South Africa,20.55511865470141,93,62.650747565878
Shinchan,U.K.,68.04875507711881,13,17.143790137007727
SpongeBob SquarePants,Egypt,16.22418436074461,130.5,85.66251864154287
Paw Patrol,China,88.86574653745906,83,96.53610048322197
Peppa Pig,,92.43474907103936,N/A,94.15900173395825
Paw Patrol   ,U.S.A,35.549619364291,66,79.932508702525
Motu Patlu,,97.61151317182946,82,49.91026772135484
Shinchan   ,Nigeria,6.483219248402017,54,1.656848081380856
Mickey Mouse,S Africa,33.04621090870885,Unknown,136.63581420694936
SpongeBob SquarePants   ,Nigeria,5.696476737009737,28,76.82805091207818
Mr Bean,Brazil,64.49550448576159,27,1063.4683588258868
Doraemon,Canada,89.36924295317372,9.0,82.39775772606744
Mr Bean   ,Indea,64.02086743799062,98,49.31389207766554
Mr Bean,Canada,51.233997417369736,10,68.20746546448183
Mickey Mouse,Australia,,12,287.2754250712847
Mickey Mouse,South Africa,28.76433207129586,92,188.6786873983907
mr bean,South Korea,-15.510692115542085,56,61.27759898401318
Tom and Jerry,Unknown,6.974336507684631,115.5,63.40794046971375
Mickey Mouse,Egypt,37.98315694527841,50,203.27242394845817
Doraemon,China,17.370669335203537,48.0,73.90591041136868
Doraemon,Germany,,12.0,60.02709545699534
tom and jerry,,59.40002591304408,-7,81.78634233878336
Mr Bean,Spain,41.9741706044157,57,4.4631045373976495
Tom and Jerry,Canada,48.57812372968772,112.5,23.9202156135174
Pokemon,,29.72917558924848,80,143.08726443770078
Mr Bean,Nigeria,96.10947352117769,942,53.77250826029717
Paw Patrol  ,China,-18.27766891808455,75,70.2985961556901
Mickey Mouse,USA,93.1327939935542,6,112.03169567216489
Paw Patrol,Spain,104.38600054516945,371,23.521965398699166
Tom and Jerry,South Korea,33.35593071862514,76.5,66.02346679281698
Shinchan,Franse,45.536490476252624,28,88.98489766550345
Shinchan,,,Unknown,31.425238985342837
Doraemon  ,Unknown,14.481086117406639,50,51.325679580074556
Doraemon,UK,63.570298704576366,138.0,33.567825153115315
Tom and Jerry,USA,24.966053505667052,147.0,71.47858283438622
Paw Patrol,China,58.055300568466365,60,41.78241245528034
